id,name,description,itemid,members,buylimit,highalch
456,Iron spear,An iron tipped spear.,1239,True,0,55
457,Steel spear,A steel tipped spear.,1241,True,0,195
458,Mithril spear,A mithril tipped spear.,1243,True,0,507
459,Adamant spear,An adamantite tipped spear.,1245,True,0,1248
460,Rune spear,A rune tipped spear.,1247,True,0,12480
461,Dragon spear,A dragon tipped spear.,1249,True,0,37440
462,Bronze spear(p),A poisoned bronze tipped spear.,1251,True,0,16
463,Iron spear(p),A poisoned iron tipped spear.,1253,True,0,55
464,Steel spear(p),A poisoned steel tipped spear.,1255,True,0,195
465,Mithril spear(p),A poisoned mithril tipped spear.,1257,True,0,507
466,Adamant spear(p),A poisoned adamantite tipped spear.,1259,True,0,1248
467,Rune spear(p),A poisoned rune tipped spear.,1261,True,0,12480
468,Dragon spear(p),A poisoned dragon tipped spear.,1263,True,0,37440
469,Bronze pickaxe,Used for mining.,1265,False,40,1
470,Iron pickaxe,Used for mining.,1267,False,40,84
471,Steel pickaxe,Used for mining.,1269,False,40,300
472,Adamant pickaxe,Used for mining.,1271,False,40,1920
473,Mithril pickaxe,Used for mining.,1273,False,40,780
474,Rune pickaxe,Used for mining.,1275,False,40,19200
475,Bronze sword,A razor sharp sword.,1277,False,0,16
476,Iron sword,A razor sharp sword.,1279,False,0,55
477,Steel sword,A razor sharp sword.,1281,False,0,195
478,Black sword,A razor sharp sword.,1283,False,0,374
479,Mithril sword,A razor sharp sword.,1285,False,0,507
480,Adamant sword,A razor sharp sword.,1287,False,0,1248
481,Rune sword,A razor sharp sword.,1289,False,0,12480
482,Bronze longsword,A razor sharp longsword.,1291,False,0,24
483,Iron longsword,A razor sharp longsword.,1293,False,0,84
484,Steel longsword,A razor sharp longsword.,1295,False,0,300
485,Black longsword,A razor sharp longsword.,1297,False,0,576
486,Mithril longsword,A razor sharp longsword.,1299,False,0,780
487,Adamant longsword,A razor sharp longsword.,1301,False,0,1920
488,Rune longsword,A razor sharp longsword.,1303,False,0,19200
489,Dragon longsword,A very powerful sword.,1305,True,70,60000
490,Bronze 2h sword,A two handed sword.,1307,False,0,48
491,Iron 2h sword,A two handed sword.,1309,False,0,168
492,Steel 2h sword,A two handed sword.,1311,False,0,600
493,Black 2h sword,A two handed sword.,1313,False,0,1152
494,Mithril 2h sword,A two handed sword.,1315,False,0,1560
495,Adamant 2h sword,A two handed sword.,1317,False,0,3840
496,Rune 2h sword,A two handed sword.,1319,False,0,38400
497,Bronze scimitar,"A vicious, curved sword.",1321,False,0,19
498,Iron scimitar,"A vicious, curved sword.",1323,False,0,67
499,Steel scimitar,"A vicious, curved sword.",1325,False,0,240
500,Black scimitar,"A vicious, curved sword.",1327,False,0,461
501,Mithril scimitar,"A vicious, curved sword.",1329,False,0,624
502,Adamant scimitar,"A vicious, curved sword.",1331,False,0,1536
503,Rune scimitar,"A vicious, curved sword.",1333,False,0,15360
504,Iron warhammer,I don't think it's intended for joinery.,1335,False,0,104
505,Bronze warhammer,I don't think it's intended for joinery.,1337,False,0,28
506,Steel warhammer,I don't think it's intended for joinery.,1339,False,0,384
507,Black warhammer,I don't think it's intended for joinery.,1341,False,0,588
508,Mithril warhammer,I don't think it's intended for joinery.,1343,False,0,996
509,Adamant warhammer,I don't think it's intended for joinery.,1345,False,0,2472
510,Rune warhammer,I don't think it's intended for joinery.,1347,False,0,24900
511,Iron axe,A woodcutter's axe.,1349,False,40,34
512,Bronze axe,A woodcutter's axe.,1351,False,40,10
513,Steel axe,A woodcutter's axe.,1353,False,40,120
514,Mithril axe,A powerful axe.,1355,False,40,312
515,Adamant axe,A powerful axe.,1357,False,40,768
516,Rune axe,A powerful axe.,1359,False,40,7680
517,Black axe,A sinister looking axe.,1361,False,40,230
518,Iron battleaxe,A vicious looking axe.,1363,False,0,109
519,Steel battleaxe,A vicious looking axe.,1365,False,0,390
520,Black battleaxe,A vicious looking axe.,1367,False,0,749
521,Mithril battleaxe,A vicious looking axe.,1369,False,0,1014
522,Adamant battleaxe,A vicious looking axe.,1371,False,0,2496
523,Rune battleaxe,A vicious looking axe.,1373,False,0,24960
524,Bronze battleaxe,A vicious looking axe.,1375,False,0,31
525,Dragon battleaxe,A vicious looking axe.,1377,True,70,120000
526,Staff,It's a slightly magical stick.,1379,False,0,9
527,Staff of air,A Magical staff.,1381,False,0,900
528,Staff of water,A Magical staff.,1383,False,0,900
529,Staff of earth,A Magical staff.,1385,False,0,900
530,Staff of fire,A Magical staff.,1387,False,0,900
531,Magic staff,A Magical staff.,1389,False,0,120
532,Battlestaff,It's a slightly magical stick.,1391,True,11000,4200
533,Fire battlestaff,It's a slightly magical stick.,1393,True,500,9300
534,Water battlestaff,It's a slightly magical stick.,1395,True,500,9300
535,Air battlestaff,It's a slightly magical stick.,1397,True,14000,9300
536,Earth battlestaff,It's a slightly magical stick.,1399,True,500,9300
537,Mystic fire staff,It's a slightly magical stick.,1401,True,0,25500
538,Mystic water staff,It's a slightly magical stick.,1403,True,0,25500
539,Mystic air staff,It's a slightly magical stick.,1405,True,0,25500
540,Mystic earth staff,It's a slightly magical stick.,1407,True,0,25500
541,Iron mace,A spiky mace.,1420,False,0,38
542,Bronze mace,A spiky mace.,1422,False,0,11
543,Steel mace,A spiky mace.,1424,False,0,135
544,Black mace,A spiky mace.,1426,False,0,259
545,Mithril mace,A spiky mace.,1428,False,0,351
546,Adamant mace,A spiky mace.,1430,False,0,864
547,Rune mace,A spiky mace.,1432,False,0,8640
548,Dragon mace,A spiky mace.,1434,True,70,30000
549,Rune essence,An uncharged Rune Stone.,1436,False,0,2
550,Air talisman,A mysterious power emanates from the talisman...,1438,False,0,2
551,Earth talisman,A mysterious power emanates from the talisman...,1440,False,0,2
552,Fire talisman,A mysterious power emanates from the talisman...,1442,False,0,2
553,Water talisman,A mysterious power emanates from the talisman...,1444,False,0,2
554,Body talisman,A mysterious power emanates from the talisman...,1446,False,0,2
555,Mind talisman,A mysterious power emanates from the talisman...,1448,False,0,2
556,Chaos talisman,A mysterious power emanates from the talisman...,1452,True,0,2
557,Cosmic talisman,A mysterious power emanates from the talisman...,1454,True,0,2
558,Death talisman,A mysterious power emanates from the talisman...,1456,True,0,2
559,Nature talisman,A mysterious power emanates from the talisman...,1462,True,0,2
560,Archery ticket,I can exchange this for equipment.,1464,True,14000,15
561,Red bead,A small round red bead.,1470,False,0,2
562,Yellow bead,A small round yellow bead.,1472,False,0,2
563,Black bead,A small round black bead.,1474,False,0,2
564,White bead,A small round white bead.,1476,False,0,2
565,Amulet of accuracy,It increases my aim.,1478,False,0,60
566,Logs,A number of wooden logs.,1511,False,14000,2
567,Magic logs,Logs cut from a magic tree.,1513,True,12000,192
568,Yew logs,Logs cut from a yew tree.,1515,False,12000,96
569,Maple logs,Logs cut from a maple tree.,1517,False,15000,48
570,Willow logs,Logs cut from a willow tree.,1519,False,0,24
571,Oak logs,Logs cut from an oak tree.,1521,False,14000,12
572,Lockpick,For picking tough locks.,1523,True,0,12
573,Steel nails,Keeps things in place fairly permanently.,1539,False,0,2
574,Anti-dragon shield,This provides partial protection from dragonbreath attacks.,1540,False,0,12
575,Garlic,A clove of garlic.,1550,False,0,2
576,Seasoned sardine,Sardine flavoured with doogle leaves.,1552,True,0,6
577,Doogle leaves,"A tasty herb, good for seasoning.",1573,True,0,1
578,Ring mould,Used to make gold rings.,1592,False,0,3
579,Amulet mould,Used to make gold amulets.,1595,False,0,3
580,Necklace mould,Used to make gold necklaces.,1597,False,0,3
581,Holy mould,Used to make holy symbols of Saradomin.,1599,False,0,3
582,Diamond,This looks valuable.,1601,False,0,1200
583,Ruby,This looks valuable.,1603,False,0,600
584,Emerald,This looks valuable.,1605,False,0,300
585,Sapphire,This looks valuable.,1607,False,3000,150
586,Opal,A semi precious stone.,1609,True,0,60
587,Jade,A semi precious stone.,1611,True,0,90
588,Red topaz,A semi precious stone.,1613,True,0,120
589,Dragonstone,This looks valuable.,1615,True,0,6000
590,Uncut diamond,This would be worth more cut.,1617,False,0,120
591,Uncut ruby,This would be worth more cut.,1619,False,0,60
592,Uncut emerald,This would be worth more cut.,1621,False,0,30
593,Uncut sapphire,This would be worth more cut.,1623,False,0,15
594,Uncut opal,This would be worth more cut.,1625,True,0,12
595,Uncut jade,This would be worth more cut.,1627,True,0,18
596,Uncut red topaz,This would be worth more cut.,1629,True,0,24
597,Uncut dragonstone,This would be worth more cut.,1631,True,0,600
598,Gold ring,A valuable ring.,1635,False,0,210
599,Sapphire ring,A valuable ring.,1637,False,0,540
600,Emerald ring,A valuable ring.,1639,False,0,765
601,Ruby ring,A valuable ring.,1641,False,0,1215
602,Diamond ring,A valuable ring.,1643,False,0,2115
603,Dragonstone ring,A valuable ring.,1645,True,0,10575
604,Gold necklace,I wonder if this is valuable.,1654,False,0,270
605,Sapphire necklace,I wonder if this is valuable.,1656,False,0,630
606,Emerald necklace,I wonder if this is valuable.,1658,False,0,855
607,Ruby necklace,I wonder if this is valuable.,1660,False,0,1305
608,Diamond necklace,I wonder if this is valuable.,1662,False,0,2205
609,Dragon necklace,I wonder if this is valuable.,1664,True,0,11025
610,Gold amulet (u),It needs a string so I can wear it.,1673,False,18000,210
611,Sapphire amulet (u),It needs a string so I can wear it.,1675,False,0,540
612,Emerald amulet (u),It needs a string so I can wear it.,1677,False,0,765
613,Ruby amulet (u),It needs a string so I can wear it.,1679,False,0,1215
614,Diamond amulet (u),It needs a string so I can wear it.,1681,False,0,2115
615,Dragonstone amulet (u),It needs a string so I can wear it.,1683,True,0,10575
616,Gold amulet,A plain gold amulet.,1692,False,0,210
617,Sapphire amulet,I wonder if I can get this enchanted.,1694,False,0,540
618,Emerald amulet,I wonder if I can get this enchanted.,1696,False,0,765
619,Ruby amulet,I wonder if I can get this enchanted.,1698,False,0,1215
620,Diamond amulet,I wonder if I can get this enchanted.,1700,False,0,2115
621,Dragonstone amulet,I wonder if I can get this enchanted.,1702,True,0,10575
622,Amulet of glory,A very powerful dragonstone amulet.,1704,True,10000,10575
623,Amulet of glory(4),A dragonstone amulet with 4 magic charges.,1712,True,0,10575
624,Unstrung symbol,It needs a string so I can wear it.,1714,False,0,120
625,Unblessed symbol,A symbol of Saradomin.,1716,False,0,120
626,Holy symbol,A blessed holy symbol of Saradomin.,1718,False,0,180
627,Unstrung emblem,It needs a string so I can wear it.,1720,True,0,120
628,Unpowered symbol,An unblessed symbol of Zamorak.,1722,True,0,120
629,Unholy symbol,An unholy symbol of Zamorak.,1724,True,0,120
630,Amulet of strength,An enchanted ruby amulet.,1725,False,125,1215
631,Amulet of magic,An enchanted sapphire amulet of magic.,1727,False,0,540
632,Amulet of defence,An enchanted emerald amulet of protection.,1729,False,0,765
633,Amulet of power,An enchanted diamond amulet of power.,1731,False,125,2115
634,Needle,Used with a thread to make clothes.,1733,False,0,1
635,Thread,Used with a needle to make clothes.,1734,False,0,1
636,Shears,For shearing sheep.,1735,False,0,1
637,Wool,I think this came from a sheep.,1737,False,0,1
638,Cowhide,I should take this to the tannery.,1739,False,10000,1
639,Leather,It's a piece of leather.,1741,False,10000,1
640,Hard leather,It's a piece of hard leather.,1743,False,10000,1
641,Green dragon leather,It's a piece of prepared green dragonhide.,1745,True,0,30
642,Black dragonhide,The scaly rough hide from a Black Dragon.,1747,True,10000,48
643,Red dragonhide,The scaly rough hide from a Red Dragon.,1749,True,10000,36
644,Blue dragonhide,The scaly rough hide from a Blue Dragon.,1751,True,13000,24
645,Green dragonhide,The scaly rough hide from a Green Dragon.,1753,True,13000,12
646,Chisel,Good for detailed Crafting.,1755,False,0,1
647,Brown apron,A mostly clean apron.,1757,False,0,1
648,Ball of wool,Spun from sheeps' wool.,1759,False,0,1
649,Soft clay,Clay soft enough to mould.,1761,False,0,1
650,Red dye,A little bottle of red dye.,1763,False,0,3
651,Yellow dye,A little bottle of yellow dye.,1765,False,0,3
652,Blue dye,A little bottle of blue dye.,1767,False,0,3
653,Orange dye,A little bottle of orange dye.,1769,False,0,3
654,Green dye,A little bottle of green dye.,1771,False,0,3
655,Purple dye,A little bottle of purple dye.,1773,False,0,3
656,Molten glass,Hot glass ready to be blown into useful objects.,1775,True,13000,2
657,Bow string,I need a bow stave to attach this to.,1777,True,13000,6
658,Flax,I should use this with a spinning wheel.,1779,True,13000,3
659,Soda ash,One of the ingredients for making glass.,1781,True,13000,1
660,Bucket of sand,One of the ingredients for making glass.,1783,True,13000,1
661,Glassblowing pipe,Used to form molten glass into useful items.,1785,True,0,1
662,Unfired pot,I need to put this in a pottery oven.,1787,False,0,1
663,Unfired pie dish,I need to put this in a pottery oven.,1789,False,0,2
664,Unfired bowl,I need to put this in a pottery oven.,1791,False,0,1
665,Woad leaf,A slightly bluish leaf.,1793,False,0,1
666,Bronze wire,Useful for Crafting items.,1794,True,0,12
667,Waterskin(4),A full waterskin with four portions of water.,1823,True,0,18
668,Waterskin(0),A completely empty waterskin - you'll need to fill it up.,1831,True,0,9
669,Desert shirt,"A cool, light desert shirt.",1833,True,0,24
670,Desert robe,"A cool, light desert robe.",1835,True,0,24
671,Desert boots,Comfortable desert shoes.,1837,True,0,12
672,Shantay pass,Allows you to pass through the Shantay pass into the Kharid Desert.,1854,True,0,3
673,Raw ugthanki meat,I need to cook this first.,1859,True,0,1
674,Ugthanki meat,Freshly cooked ugthanki meat.,1861,True,0,3
675,Pitta bread,Nicely baked pitta bread. Needs more ingredients to make a kebab.,1865,True,0,6
676,Chopped tomato,A mixture of tomatoes in a bowl.,1869,True,0,2
677,Chopped onion,A mixture of onions in a bowl.,1871,True,0,2
678,Chopped ugthanki,Strips of ugthanki meat in a bowl.,1873,True,0,3
679,Onion & tomato,A mixture of chopped onions and tomatoes in a bowl.,1875,True,0,3
680,Ugthanki & onion,A mixture of chopped onions and ugthanki meat in a bowl.,1877,True,0,4
681,Ugthanki & tomato,A mixture of chopped tomatoes and ugthanki meat in a bowl.,1879,True,0,4
682,Kebab mix,"A mixture of chopped tomatoes, onions and ugthanki meat in a bowl.",1881,True,0,5
683,Ugthanki kebab,A fresh kebab made from ugthanki meat.,1885,True,0,12
684,Cake tin,Useful for baking cakes.,1887,False,0,6
685,Cake,A plain sponge cake.,1891,False,0,30
686,Chocolate cake,This looks very tasty.,1897,False,0,42
687,Asgarnian ale,Probably the finest ale in Asgarnia.,1905,False,0,1
